GEOID,NAME,tot_popE,hispanicE,nh_whiteE,nh_blackE,nh_aianE,nh_asianE,nh_pacislanderE,non_citizenE,hispanicE_share,nh_whiteE_share,nh_blackE_share,nh_aianE_share,nh_asianE_share,nh_pacislanderE_share,non_citizenE_share,over55,disability_est,mhi,ZCTA5CE20
19079,ZCTA5 19079,9223,523,1337,7057,11,121,0,434,0.056706060934619974,0.14496367776211644,0.7651523365499295,0.0011926704976688712,0.013119375474357584,0,0.04705627236257183,2445,1560,48250,19079
19082,ZCTA5 19082,41741,3014,8392,20012,59,9212,0,7038,0.07220718238662227,0.20104932799885006,0.479432692077334,0.0014134783546153663,0.22069428140197886,0,0.1686111976234398,8772,5024,44483,19082
19082,ZCTA5 19082,41741,3014,8392,20012,59,9212,0,7038,0.07220718238662227,0.20104932799885006,0.479432692077334,0.0014134783546153663,0.22069428140197886,0,0.1686111976234398,8772,5024,44483,19082
19103,ZCTA5 19103,24214,1204,17316,1573,13,2961,28,2345,0.04972330056991823,0.7151234822829768,0.06496241843561576,5.36879491203436e-4,0.12228462872718263,0.0011563558272074006,0.09684480052861981,7629,2344,76103,19103
19104,ZCTA5 19104,53560,3031,17849,22815,208,7633,9,6372,0.056590739357729646,0.333252427184466,0.42597087378640774,0.003883495145631068,0.14251306945481704,1.6803584764749814e-4,0.11896938013442868,7256,5793,26979,19104
19041,ZCTA5 19041,6494,139,5626,157,0,382,0,212,0.02140437326763166,0.8663381582999692,0.024176162611641516,0,0.058823529411764705,0,0.03264551894056052,2768,653,135729,19041
19041,ZCTA5 19041,6494,139,5626,157,0,382,0,212,0.02140437326763166,0.8663381582999692,0.024176162611641516,0,0.058823529411764705,0,0.03264551894056052,2768,653,135729,19041
19114,ZCTA5 19114,31668,3154,23468,3377,12,1125,21,1548,0.09959580649235822,0.7410635341669825,0.10663761525830491,3.7893141341417203e-4,0.03552482000757863,6.63129973474801e-4,0.04888215233042819,10542,4767,60970,19114
19119,ZCTA5 19119,28192,726,9233,16181,0,504,0,337,0.025751986379114643,0.32750425652667425,0.5739571509648127,0,0.017877412031782065,0,0.011953745743473326,9604,3625,64237,19119
19119,ZCTA5 19119,28192,726,9233,16181,0,504,0,337,0.025751986379114643,0.32750425652667425,0.5739571509648127,0,0.017877412031782065,0,0.011953745743473326,9604,3625,64237,19119
19125,ZCTA5 19125,25850,3246,19683,908,0,1464,0,700,0.1255705996131528,0.761431334622824,0.035125725338491294,0,0.05663442940038685,0,0.027079303675048357,4444,3294,72990,19125
19127,ZCTA5 19127,5760,250,4663,544,0,86,0,139,0.043402777777777776,0.8095486111111111,0.09444444444444444,0,0.014930555555555556,0,0.024131944444444445,902,349,75647,19127
19127,ZCTA5 19127,5760,250,4663,544,0,86,0,139,0.043402777777777776,0.8095486111111111,0.09444444444444444,0,0.014930555555555556,0,0.024131944444444445,902,349,75647,19127
19372,ZCTA5 19372,1886,126,847,523,0,343,0,0,0.06680805938494168,0.4490986214209968,0.2773064687168611,0,0.1818663838812301,0,0,605,162,74702,19372
19310,ZCTA5 19310,3072,133,2751,129,0,3,0,56,0.043294270833333336,0.8955078125,0.0419921875,0,9.765625e-4,0,0.018229166666666668,635,252,65000,19310
19311,ZCTA5 19311,8999,2397,5792,470,0,259,0,1412,0.26636292921435717,0.6436270696744083,0.05222802533614846,0,0.028780975663962663,0,0.15690632292476941,2497,802,107955,19311
19358,ZCTA5 19358,820,107,560,129,0,0,0,45,0.13048780487804879,0.6829268292682927,0.1573170731707317,0,0,0,0.054878048780487805,106,100,37031,19358
19390,ZCTA5 19390,14684,3559,10458,353,0,151,0,1355,0.24237265050394988,0.7122037591936802,0.02403977117951512,0,0.010283301552710433,0,0.09227730863524924,4408,1425,80805,19390
19422,ZCTA5 19422,18852,587,14454,1043,0,2464,0,1003,0.031137279864205388,0.7667091024824952,0.05532569488648419,0,0.13070231275196265,0,0.05320390409505623,7038,1605,125561,19422
19426,ZCTA5 19426,40720,1421,31621,3536,32,3336,21,1338,0.034896856581532416,0.7765471512770138,0.0868369351669941,7.858546168958742e-4,0.0819253438113949,5.157170923379174e-4,0.032858546168958745,10895,2395,129159,19426
19096,ZCTA5 19096,13695,434,10455,604,9,1950,0,1031,0.031690397955458194,0.7634173055859803,0.04410368747718145,6.571741511500548e-4,0.14238773274917854,0,0.07528294998174516,5279,1069,132219,19096
19096,ZCTA5 19096,13695,434,10455,604,9,1950,0,1031,0.031690397955458194,0.7634173055859803,0.04410368747718145,6.571741511500548e-4,0.14238773274917854,0,0.07528294998174516,5279,1069,132219,19096
19096,ZCTA5 19096,13695,434,10455,604,9,1950,0,1031,0.031690397955458194,0.7634173055859803,0.04410368747718145,6.571741511500548e-4,0.14238773274917854,0,0.07528294998174516,5279,1069,132219,19096
19107,ZCTA5 19107,14526,780,7659,1404,94,4049,0,1754,0.053696819496076,0.5272614622057001,0.09665427509293681,0.0064711551700399285,0.27874156684565604,0,0.12074900178989398,2639,1653,57735,19107
19126,ZCTA5 19126,15656,858,993,12650,0,425,4,489,0.05480327031170158,0.06342616249361267,0.8079969340827797,0,0.02714614205416454,2.554931016862545e-4,0.03123403168114461,4936,2483,44006,19126
19126,ZCTA5 19126,15656,858,993,12650,0,425,4,489,0.05480327031170158,0.06342616249361267,0.8079969340827797,0,0.02714614205416454,2.554931016862545e-4,0.03123403168114461,4936,2483,44006,19126
19132,ZCTA5 19132,31378,910,779,28560,50,346,0,812,0.02900121103958187,0.024826311428389317,0.9101918541653388,0.00159347313404296,0.011026834087577283,0,0.025878003696857672,9727,6610,21600,19132
19134,ZCTA5 19134,62087,30428,20877,8867,54,1044,0,1918,0.49008649153607037,0.3362539662087071,0.1428157263195194,8.697472900929341e-4,0.01681511427513006,0,0.03089213522959718,12139,15144,31533,19134
18041,ZCTA5 18041,5252,111,4888,72,17,36,0,13,0.021134805788271135,0.9306930693069307,0.013709063214013708,0.003236862147753237,0.006854531607006854,0,0.0024752475247524753,1504,520,77215,18041
18070,ZCTA5 18070,922,0,922,0,0,0,0,0,0,1,0,0,0,0,0,354,75,87386,18070
18073,ZCTA5 18073,10745,343,9606,423,0,155,0,121,0.031921824104234525,0.8939972080037226,0.039367147510469984,0,0.0144253140995812,0,0.01126105165193113,3315,1066,91460,18073
18976,ZCTA5 18976,20681,1344,17433,349,10,1452,0,685,0.06498718630627145,0.8429476330931773,0.016875392872685073,4.8353561239785313e-4,0.07020937092016827,0,0.03312218944925294,7075,1462,102871,18976
19150,ZCTA5 19150,22299,255,644,20894,24,105,4,570,0.011435490380734561,0.028880218843894346,0.9369926902551684,0.001076281447598547,0.0047087313332436435,1.7938024126642452e-4,0.02556168438046549,8853,4065,47968,19150
19150,ZCTA5 19150,22299,255,644,20894,24,105,4,570,0.011435490380734561,0.028880218843894346,0.9369926902551684,0.001076281447598547,0.0047087313332436435,1.7938024126642452e-4,0.02556168438046549,8853,4065,47968,19150
18076,ZCTA5 18076,2882,82,2587,166,0,0,0,42,0.028452463566967384,0.8976405274115198,0.05759888965995836,0,0,0,0.01457321304649549,1043,368,66538,18076
18092,ZCTA5 18092,3192,117,2992,10,0,34,0,47,0.03665413533834586,0.9373433583959899,0.003132832080200501,0,0.010651629072681704,0,0.014724310776942355,1378,336,93000,18092
19022,ZCTA5 19022,3696,216,2117,1010,0,61,0,52,0.05844155844155844,0.5727813852813853,0.27326839826839827,0,0.016504329004329004,0,0.01406926406926407,827,555,43953,19022
19116,ZCTA5 19116,34747,2025,24045,1658,92,5402,0,5324,0.058278412524822285,0.6920021872391862,0.04771634961291622,0.0026477105937203213,0.1554666589921432,0,0.15322186088007597,12437,5367,57126,19116
19116,ZCTA5 19116,34747,2025,24045,1658,92,5402,0,5324,0.058278412524822285,0.6920021872391862,0.04771634961291622,0.0026477105937203213,0.1554666589921432,0,0.15322186088007597,12437,5367,57126,19116
19020,ZCTA5 19020,54985,5934,35769,4529,53,6949,0,4634,0.10792034191143039,0.6505228698736019,0.08236791852323361,9.638992452487042e-4,0.1263799217968537,0,0.08427753023551877,17700,8289,64046,19020
19115,ZCTA5 19115,35346,2810,23312,3092,16,5287,46,4200,0.07949980195778872,0.6595371470604877,0.08747807389803655,4.526679115034233e-4,0.14957845300741243,0.001301420245572342,0.11882532676964862,13170,5978,55621,19115
19115,ZCTA5 19115,35346,2810,23312,3092,16,5287,46,4200,0.07949980195778872,0.6595371470604877,0.08747807389803655,4.526679115034233e-4,0.14957845300741243,0.001301420245572342,0.11882532676964862,13170,5978,55621,19115
19120,ZCTA5 19120,74060,22692,4318,38016,84,7403,3,7908,0.3064002160410478,0.05830407777477721,0.5133135295706184,0.0011342155009451795,0.09995949230353768,4.050769646232784e-5,0.10677828787469619,14243,13305,37360,19120
19120,ZCTA5 19120,74060,22692,4318,38016,84,7403,3,7908,0.3064002160410478,0.05830407777477721,0.5133135295706184,0.0011342155009451795,0.09995949230353768,4.050769646232784e-5,0.10677828787469619,14243,13305,37360,19120
19074,ZCTA5 19074,5893,175,5114,69,0,305,0,72,0.02969624978788393,0.8678092652299338,0.011708807059222807,0,0.05175632105888342,0,0.012217885627015103,1571,782,78370,19074
19017,ZCTA5 19017,271,10,212,35,0,9,0,0,0.03690036900369004,0.7822878228782287,0.12915129151291513,0,0.033210332103321034,0,0,87,41,73750,19017
19060,ZCTA5 19060,11319,231,9341,246,0,1278,0,389,0.02040816326530612,0.8252495803516212,0.021733368672144183,0,0.1129075006626027,0,0.03436699355066702,3587,1100,142661,19060
19109,ZCTA5 19109,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,19109
19375,ZCTA5 19375,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,19375
19383,ZCTA5 19383,3122,187,2374,423,0,63,0,31,0.05989750160153748,0.7604099935938501,0.13549007046764894,0,0.020179372197309416,0,0.009929532351057015,0,281,NA,19383
19442,ZCTA5 19442,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,19442
19456,ZCTA5 19456,537,84,345,85,0,23,0,0,0.1564245810055866,0.6424581005586593,0.15828677839851024,0,0.04283054003724395,0,0,134,13,108676,19456
19477,ZCTA5 19477,128,0,117,11,0,0,0,0,0,0.9140625,0.0859375,0,0,0,0,128,0,NA,19477
19317,ZCTA5 19317,9968,297,7689,266,20,1318,0,952,0.02979534510433387,0.771368378812199,0.026685393258426966,0.0020064205457463883,0.132223113964687,0,0.09550561797752809,3518,770,125938,19317
19317,ZCTA5 19317,9968,297,7689,266,20,1318,0,952,0.02979534510433387,0.771368378812199,0.026685393258426966,0.0020064205457463883,0.132223113964687,0,0.09550561797752809,3518,770,125938,19317
19320,ZCTA5 19320,54617,5693,35295,10442,56,865,0,2307,0.10423494516359376,0.6462273651061025,0.19118589450171192,0.0010253217862570261,0.015837559734148708,0,0.042239595730267136,16249,6605,75143,19320
19330,ZCTA5 19330,5351,359,4670,118,20,37,0,141,0.06709026350214913,0.8727340683984302,0.02205195290599888,0.0037376191366099796,0.006914595402728462,0,0.026350214913100356,1923,508,87727,19330
19342,ZCTA5 19342,18843,307,15767,740,0,1674,0,952,0.01629252242211962,0.8367563551451468,0.03927187815103752,0,0.08883935679032001,0,0.05052274054025367,7557,1924,111359,19342
19342,ZCTA5 19342,18843,307,15767,740,0,1674,0,952,0.01629252242211962,0.8367563551451468,0.03927187815103752,0,0.08883935679032001,0,0.05052274054025367,7557,1924,111359,19342
19343,ZCTA5 19343,7810,321,6963,152,0,262,0,225,0.041101152368758005,0.8915492957746479,0.019462227912932138,0,0.03354673495518566,0,0.02880921895006402,2659,587,136920,19343
19348,ZCTA5 19348,23934,4901,16815,983,46,913,0,2914,0.20477145483412718,0.7025570318375532,0.0410712793515501,0.001921952034762263,0.03814656973343361,0,0.12175148324559204,7708,2028,96373,19348
18964,ZCTA5 18964,14092,1225,11282,188,28,1177,0,994,0.08692875390292365,0.8005960828839057,0.013340902639795628,0.0019869429463525404,0.08352256599489072,0,0.07053647459551518,4815,1701,80022,18964
18054,ZCTA5 18054,4653,142,4167,20,0,20,7,14,0.03051794541156243,0.8955512572533849,0.004298302170642596,0,0.004298302170642596,0.0015044057597249087,0.0030088115194498175,1365,552,71196,18054
18932,ZCTA5 18932,511,0,497,0,0,14,0,0,0,0.9726027397260274,0,0,0.0273972602739726,0,0,108,68,NA,18932
19345,ZCTA5 19345,661,49,469,100,0,17,0,8,0.07413010590015129,0.7095310136157338,0.15128593040847202,0,0.025718608169440244,0,0.012102874432677761,198,42,NA,19345
19373,ZCTA5 19373,4823,233,3513,928,0,78,0,87,0.04831018038565208,0.7283848227244454,0.19241136222268299,0,0.016172506738544475,0,0.01803856520837653,923,154,185859,19373
19373,ZCTA5 19373,4823,233,3513,928,0,78,0,87,0.04831018038565208,0.7283848227244454,0.19241136222268299,0,0.016172506738544475,0,0.01803856520837653,923,154,185859,19373
19380,ZCTA5 19380,50956,2744,42220,2190,48,2827,41,2259,0.05385038072062171,0.8285579715833268,0.042978255750058876,9.41989167124578e-4,0.055479236988774626,8.046157469189105e-4,0.044332365177800453,17048,4599,104318,19380
19405,ZCTA5 19405,5250,717,4092,243,0,46,0,410,0.13657142857142857,0.7794285714285715,0.046285714285714284,0,0.008761904761904762,0,0.07809523809523809,955,524,63460,19405
19428,ZCTA5 19428,17222,418,14903,928,20,656,0,467,0.024271280919753804,0.8653466496341888,0.05388456625246777,0.0011613053071652538,0.038090814075020324,0,0.027116478922308673,4354,1576,89830,19428
19428,ZCTA5 19428,17222,418,14903,928,20,656,0,467,0.024271280919753804,0.8653466496341888,0.05388456625246777,0.0011613053071652538,0.038090814075020324,0,0.027116478922308673,4354,1576,89830,19428
19436,ZCTA5 19436,711,0,711,0,0,0,0,0,0,1,0,0,0,0,0,610,209,48047,19436
19475,ZCTA5 19475,11260,291,9961,448,0,323,0,432,0.025843694493783303,0.8846358792184724,0.03978685612788632,0,0.028685612788632325,0,0.03836589698046181,3462,1153,91153,19475
19475,ZCTA5 19475,11260,291,9961,448,0,323,0,432,0.025843694493783303,0.8846358792184724,0.03978685612788632,0,0.028685612788632325,0,0.03836589698046181,3462,1153,91153,19475
19492,ZCTA5 19492,339,0,339,0,0,0,0,0,0,1,0,0,0,0,0,317,170,27179,19492
19008,ZCTA5 19008,20934,239,17823,319,108,1981,0,488,0.011416833858794306,0.851390083118372,0.01523836820483424,0.005159071367153913,0.09463074424381389,0,0.023311359510843604,8010,2372,104886,19008
19027,ZCTA5 19027,20068,894,9601,7365,103,1221,29,907,0.04454853498106438,0.4784233605740482,0.36700219254534583,0.005132549332270281,0.06084313334662149,0.001445086705202312,0.04519633246960335,6557,2516,81098,19027
19027,ZCTA5 19027,20068,894,9601,7365,103,1221,29,907,0.04454853498106438,0.4784233605740482,0.36700219254534583,0.005132549332270281,0.06084313334662149,0.001445086705202312,0.04519633246960335,6557,2516,81098,19027
19029,ZCTA5 19029,4013,20,3775,83,0,49,0,0,0.0049838026414154,0.9406927485671568,0.020682780961873908,0,0.01221031647146773,0,0,1245,742,53871,19029
19029,ZCTA5 19029,4013,20,3775,83,0,49,0,0,0.0049838026414154,0.9406927485671568,0.020682780961873908,0,0.01221031647146773,0,0,1245,742,53871,19029
19031,ZCTA5 19031,4618,135,4171,162,8,77,0,38,0.0292334343871806,0.9032048505846687,0.035080121264616716,0.0017323516673884798,0.01667388479861412,0,0.00822867042009528,1683,414,119688,19031
19031,ZCTA5 19031,4618,135,4171,162,8,77,0,38,0.0292334343871806,0.9032048505846687,0.035080121264616716,0.0017323516673884798,0.01667388479861412,0,0.00822867042009528,1683,414,119688,19031
19050,ZCTA5 19050,27976,910,6553,18621,46,900,0,2024,0.032527881040892194,0.23423648841864456,0.6656062339147841,0.00164426651415499,0.03217043179868459,0,0.07234772662281956,8525,3773,54800,19050
19050,ZCTA5 19050,27976,910,6553,18621,46,900,0,2024,0.032527881040892194,0.23423648841864456,0.6656062339147841,0.00164426651415499,0.03217043179868459,0,0.07234772662281956,8525,3773,54800,19050
19083,ZCTA5 19083,36633,799,32383,1071,0,1524,0,887,0.02181093549531843,0.8839843856631998,0.029235934812873638,0,0.0416018344115961,0,0.02421314115688041,10652,2957,106168,19083
19083,ZCTA5 19083,36633,799,32383,1071,0,1524,0,887,0.02181093549531843,0.8839843856631998,0.029235934812873638,0,0.0416018344115961,0,0.02421314115688041,10652,2957,106168,19083
19085,ZCTA5 19085,8778,368,7176,300,50,517,5,177,0.04192298929141034,0.8174982911825017,0.03417634996582365,0.005696058327637275,0.05889724310776942,5.696058327637275e-4,0.020164046479835954,1999,514,250001,19085
19085,ZCTA5 19085,8778,368,7176,300,50,517,5,177,0.04192298929141034,0.8174982911825017,0.03417634996582365,0.005696058327637275,0.05889724310776942,5.696058327637275e-4,0.020164046479835954,1999,514,250001,19085
19094,ZCTA5 19094,4060,214,3222,577,0,18,0,111,0.05270935960591133,0.7935960591133004,0.14211822660098522,0,0.004433497536945813,0,0.027339901477832513,1315,715,68411,19094
19078,ZCTA5 19078,11562,370,10695,241,0,200,0,146,0.03200138384362567,0.9250129735339907,0.020844144611658882,0,0.01729804532087874,0,0.012627573084241481,3561,1304,80361,19078
19090,ZCTA5 19090,18357,921,12583,2834,38,955,0,593,0.05017159666612191,0.685460587241924,0.15438252437762162,0.0020700550198834234,0.052023751157596554,0,0.03230375333660184,5434,2235,77702,19090
19001,ZCTA5 19001,17139,1037,12404,2566,0,656,0,510,0.060505280354746484,0.7237295058054729,0.14971701966275747,0,0.03827527860435265,0,0.029756695256432698,4731,2005,91456,19001
19004,ZCTA5 19004,9524,238,7677,308,0,963,33,675,0.0249895002099958,0.8060688786224276,0.03233935321293574,0,0.1011129777404452,0.0034649307013859725,0.07087358252834944,3577,782,116475,19004
19004,ZCTA5 19004,9524,238,7677,308,0,963,33,675,0.0249895002099958,0.8060688786224276,0.03233935321293574,0,0.1011129777404452,0.0034649307013859725,0.07087358252834944,3577,782,116475,19004
19009,ZCTA5 19009,840,39,761,8,0,0,0,33,0.04642857142857143,0.905952380952381,0.009523809523809525,0,0,0,0.039285714285714285,256,97,93068,19009
19013,ZCTA5 19013,35134,3990,5861,24005,9,218,0,898,0.11356520749131895,0.166818466442762,0.6832413047190755,2.561621221608698e-4,0.006204815847896624,0,0.025559287300051234,8376,6263,32345,19013
19023,ZCTA5 19023,22088,752,5216,15470,4,233,0,1726,0.034045635639261135,0.2361463237957262,0.7003802969938429,1.8109380659181456e-4,0.010548714233973197,0,0.07814197754436798,4648,3407,53279,19023
19023,ZCTA5 19023,22088,752,5216,15470,4,233,0,1726,0.034045635639261135,0.2361463237957262,0.7003802969938429,1.8109380659181456e-4,0.010548714233973197,0,0.07814197754436798,4648,3407,53279,19023
19032,ZCTA5 19032,6627,701,3357,2308,0,99,29,205,0.10577938735476082,0.5065640561339972,0.3482722197072582,0,0.014938886373924853,0.0043760374226648555,0.030934057642975705,1790,1110,62229,19032
19032,ZCTA5 19032,6627,701,3357,2308,0,99,29,205,0.10577938735476082,0.5065640561339972,0.3482722197072582,0,0.014938886373924853,0.0043760374226648555,0.030934057642975705,1790,1110,62229,19032
19036,ZCTA5 19036,12894,232,10906,1377,0,121,0,287,0.017992864898402357,0.8458197611292074,0.10679385760818985,0,0.00938420970994261,0,0.02225841476655809,3818,1886,57832,19036
19044,ZCTA5 19044,16206,1055,12428,926,2,1680,0,980,0.06509934592126373,0.7668764655066025,0.05713933111193385,1.234110823151919e-4,0.1036653091447612,0,0.060471430334444035,4467,1217,80587,19044
19070,ZCTA5 19070,6924,128,5686,704,0,318,0,123,0.01848642403235124,0.8212016175621029,0.10167533217793183,0,0.04592720970537262,0,0.01776429809358752,2031,654,77340,19070
19072,ZCTA5 19072,9802,441,8029,384,0,572,0,561,0.04499081820036727,0.8191185472352581,0.039175678432972864,0,0.058355437665782495,0,0.05723321771067129,3240,524,120714,19072
19072,ZCTA5 19072,9802,441,8029,384,0,572,0,561,0.04499081820036727,0.8191185472352581,0.039175678432972864,0,0.058355437665782495,0,0.05723321771067129,3240,524,120714,19072
19073,ZCTA5 19073,19763,373,17532,333,0,1120,0,461,0.018873652785508274,0.8871122805242119,0.016849668572585134,0,0.0566715579618479,0,0.023326418053939178,8178,2105,109471,19073
19073,ZCTA5 19073,19763,373,17532,333,0,1120,0,461,0.018873652785508274,0.8871122805242119,0.016849668572585134,0,0.0566715579618479,0,0.023326418053939178,8178,2105,109471,19073
19087,ZCTA5 19087,32765,1642,25739,1301,0,3271,0,2079,0.05011445139630703,0.7855638638791393,0.03970700442545399,0,0.09983213795208301,0,0.06345185411262018,10046,1892,145769,19087
19087,ZCTA5 19087,32765,1642,25739,1301,0,3271,0,2079,0.05011445139630703,0.7855638638791393,0.03970700442545399,0,0.09983213795208301,0,0.06345185411262018,10046,1892,145769,19087
19087,ZCTA5 19087,32765,1642,25739,1301,0,3271,0,2079,0.05011445139630703,0.7855638638791393,0.03970700442545399,0,0.09983213795208301,0,0.06345185411262018,10046,1892,145769,19087
19111,ZCTA5 19111,68113,13316,27815,17591,417,6562,0,8102,0.19549865664410612,0.4083655102550174,0.25826200578450514,0.006122179319659977,0.09633990574486515,0,0.11894939292058784,17687,9604,51051,19111
19111,ZCTA5 19111,68113,13316,27815,17591,417,6562,0,8102,0.19549865664410612,0.4083655102550174,0.25826200578450514,0.006122179319659977,0.09633990574486515,0,0.11894939292058784,17687,9604,51051,19111
19123,ZCTA5 19123,17351,1653,8691,4955,77,1410,0,798,0.09526828424874648,0.5008933202697251,0.28557431848308457,0.004437784565731082,0.08126332776208864,0,0.045991585499394846,3333,2215,78444,19123
19142,ZCTA5 19142,29078,677,1648,23964,261,2247,0,3844,0.02328220647912511,0.05667514959763395,0.8241282068918082,0.00897585803700392,0.07727491574386133,0,0.13219616204690832,5943,4854,33265,19142
19142,ZCTA5 19142,29078,677,1648,23964,261,2247,0,3844,0.02328220647912511,0.05667514959763395,0.8241282068918082,0.00897585803700392,0.07727491574386133,0,0.13219616204690832,5943,4854,33265,19142
19143,ZCTA5 19143,64630,2112,8277,51060,119,1533,106,2177,0.03267832276032802,0.128067460931456,0.7900355871886121,0.0018412501934086337,0.02371963484449946,0.0016401052142967663,0.03368404765588736,15821,11053,34579,19143
19143,ZCTA5 19143,64630,2112,8277,51060,119,1533,106,2177,0.03267832276032802,0.128067460931456,0.7900355871886121,0.0018412501934086337,0.02371963484449946,0.0016401052142967663,0.03368404765588736,15821,11053,34579,19143
19148,ZCTA5 19148,52259,7809,28322,3217,32,11631,13,6588,0.14942880652136475,0.5419544958763084,0.061558774565146676,6.123347174649342e-4,0.22256453433858284,2.4876097897012957e-4,0.12606440995809334,13487,8351,52001,19148
19149,ZCTA5 19149,58055,13415,19489,13501,78,9411,0,10095,0.23107398156920161,0.3356989062096288,0.23255533545775559,0.001343553526828008,0.1621049005253639,0,0.17388683145293257,11954,7977,45253,19149
19151,ZCTA5 19151,33343,733,2302,29574,30,265,0,1460,0.02198362474882284,0.06903997840626218,0.8869627807935698,8.997390756680562e-4,0.007947695168401164,0,0.04378730168251207,8034,4910,49788,19151
19151,ZCTA5 19151,33343,733,2302,29574,30,265,0,1460,0.02198362474882284,0.06903997840626218,0.8869627807935698,8.997390756680562e-4,0.007947695168401164,0,0.04378730168251207,8034,4910,49788,19151
19151,ZCTA5 19151,33343,733,2302,29574,30,265,0,1460,0.02198362474882284,0.06903997840626218,0.8869627807935698,8.997390756680562e-4,0.007947695168401164,0,0.04378730168251207,8034,4910,49788,19151
19406,ZCTA5 19406,25105,824,16683,1534,0,5356,0,3019,0.03282214698267277,0.6645289782911771,0.06110336586337383,0,0.21334395538737302,0,0.12025492929695279,7245,1999,90468,19406
19406,ZCTA5 19406,25105,824,16683,1534,0,5356,0,3019,0.03282214698267277,0.6645289782911771,0.06110336586337383,0,0.21334395538737302,0,0.12025492929695279,7245,1999,90468,19406
19425,ZCTA5 19425,15950,531,12349,153,7,2756,0,1142,0.033291536050156736,0.7742319749216301,0.009592476489028213,4.3887147335423197e-4,0.1727899686520376,0,0.0715987460815047,3342,694,167702,19425
19520,ZCTA5 19520,5716,50,5463,37,0,39,6,7,0.00874737578726382,0.9557382785164451,0.006473058082575227,0,0.00682295311406578,0.0010496850944716584,0.001224632610216935,2350,666,88194,19520
18974,ZCTA5 18974,40543,2484,34494,1164,38,1653,7,1401,0.06126828305749451,0.8508003847766569,0.028710258244333178,9.372764718940384e-4,0.04077152652739067,1.7265619219100707e-4,0.03455590360851442,15863,4998,82046,18974
18936,ZCTA5 18936,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,18936
18969,ZCTA5 18969,15435,939,13350,476,16,532,0,372,0.0608357628765792,0.8649173955296404,0.030839002267573697,0.0010366051182377713,0.034467120181405894,0,0.024101068999028183,4901,1313,79859,18969
18914,ZCTA5 18914,21182,599,18355,396,0,1754,0,654,0.02827872722122557,0.8665376262864697,0.018695118496836936,0,0.08280615617033331,0,0.030875271456897366,5670,1647,110669,18914
18074,ZCTA5 18074,5836,62,5613,17,0,104,0,80,0.010623714873200822,0.9617888965044551,0.0029129540781357094,0,0.01782042494859493,0,0.013708019191226868,1722,469,89323,18074
